Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Business Analyst (Remote),$21 - $54 Per Hour(Employer est.),"MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants.

Description
Analyze and document new and existing business processes to validate a solution that supports project objectives
Develop and manage a detailed business and functional requirements
Provide platform-based recommendations for site enhancements",3.4,"Michael Page
3.4","Atlanta, GA",201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Unknown / Non-Applicable
"Market Data Insights Analyst, Mexico - Apple Music",$21 - $54 Per Hour(Employer est.),"Summary
Posted: Sep 28, 2021
Role Number: 200288720
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have native or fluency in Spanish.
Key Qualifications",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
SMS / SRC Data Analyst,$21 - $54 Per Hour(Employer est.),"Overview

The Safety Management System (SMS) / Safety Regulatory Compliance (SRC) Data Analyst is responsible for interpreting data from the corporate safety and compliance programs, analyzing results using statistical techniques, and providing ongoing reports to management. The SMS / SRC Data Analyst will assist management in the development and implementation of SMS data collection systems, and other strategies that optimize processes and systems used to determine compliance with regulatory and internal requirements, as well as accepted industry best practices

Responsibilities
Assist in maintaining SMS databases
Flight Crew Report database





The Company is an Equal Opportunity Employer. It is our policy to afford equal employment opportunity to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, national origin, citizenship, place of birth, age, disability, protected veteran status, gender identity or any other characteristic or status protected by applicable in accordance with federal, state and local laws.

If you'd like more information about your EEO rights as an applicant under the law, please download the available EEO is the Law document at http://www1.eeoc.gov/employers/poster.cfm.

To view our Pay Transparency Statement, please click here: Pay Transparency Statement",3.6,"Atlas Air, Inc
3.6","Purchase, NY",1001 to 5000 Employees,2001,Company - Public,Airlines,Travel & Tourism,$1 to $2 billion (USD)
"Market Data Insights Analyst, Brazil - Apple Music",$21 - $54 Per Hour(Employer est.),"Summary
Posted: Oct 1, 2021
Weekly Hours: 40
Role Number:200282513
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have Native or fluency in a regional language: Portuguese and English.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Business Analyst,$21 - $54 Per Hour(Employer est.),"About the Team
At DoorDash, people are our most important asset. We build the capability to help our leaders make more informed decisions on identifying and attracting talent and then developing and retaining said talent. We're looking for a Senior Analyst to help us scale our analytics alongside DoorDash's enormous growth. You will help guide important decisions with executive leaders. Come be part of an exciting team that excels in People Analytics.
About the Role
DoorDash is looking for an experienced analyst to join our People Analytics team. We're a data-driven organization, empowering local economies and our people to do the best work of their careers. You will seek data-driven insights to attract, develop, and retain great people to power and grow DoorDash. You will support and scale our people reporting and people analytics within the DoorDash People team. You will work with a team of analysts and engineers to develop the tools and insights for our people and decision-makers. You'll be an advisor, consultant, project manager, technology promoter, data analyst, engineer, and security/privacy advocate.",3.9,"DoorDash
3.9","New York, NY",1001 to 5000 Employees,2013,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Data Analyst Supporting the FBI Laboratory,$21 - $54 Per Hour(Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

EnProVera, owned and operated by government veterans with extensive backgrounds in Homeland Security, Law Enforcement, the Military, and the Intelligence Community has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the Federal Bureau of investigation (FBI).

The Data Analyst position will assist the DNA Casework Unit (DCU) in its day-to-day operations by providing the management of casework evidence and casework files. The job duties will be performed in a laboratory setting with the Case Administration Group (CAG). This support will include the duties listed in the Job Description.


Applicants with an Active Top Secret Clearance Preferred


The work requires manual dexterity, flexibility, and some assignments which require lifting of objects of up to 50 pounds or more. The work will be performed in a laboratory setting which may involve exposure to hazardous materials, toxic substances and blood

borne pathogens. Preventative inoculations may be required. A Data Analyst must meet the following qualifications:

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation.

Agency Overview

Created in 1932, the FBI Laboratory is today one of the largest and most comprehensive crime labs in the world. Operating out of a state-of-the-art facility in Quantico, Virginia, the Lab's scientific experts and special agents travel the world on assignment, using science and technology to protect the nation and support law enforcement, intelligence, military, and forensic science partners

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Quantico, VA",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
SQL Data Analyst,$21 - $54 Per Hour(Employer est.),"SQL Data Analyst
If you are a SQL Data Analyst, please read on!

We are a well-established freight storage and transportation company.
What You Will Be Doing
Do queries in the SQL Database and visualize in PowerBI
Integrate data from multiple data sets into one database system to streamline information.
Program specific database functions to create database triggers and design data tables.
After reviewing and analyzing data, design reports to show statistics and other information about specific database topics. Come up with new ideas about valueadding data sets and analysis that helps in our logistics decisions and for client information.



All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.",4.1,"CyberCoders
4.1","Inglewood, CA",201 to 500 Employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Business Intelligence Analyst,$21 - $54 Per Hour(Employer est.),"Your Job
Join a team of highly-skilled Business Intelligence professionals dedicated to ensuring Indeed’s success. Our team works directly with Indeed’s senior leadership to drive optimal strategy and decision making. We are experts on Indeed’s data and the go-to people for generating actionable insights through advanced analytics. Additionally, our team develops sustainable and automated solutions that empower analysis throughout the organization.

Our position within the company requires that we interact with technical and business leaders across Indeed. This position offers a hands-on understanding of how we run our business.

Responsibilities:",4.3,"Indeed
4.3",Remote,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Data Engineering Analyst,$21 - $54 Per Hour(Employer est.),"Do you want to be part of one of the US's hottest up and coming startup? We are one of the fastest-growing MIT FinTech startups and has been recognized as a global Top 100 InsurTech company. We’re changing the way millions of people compare and buy insurance with artificial intelligence, technology, and superior product design.
Our team is highly analytical, fast-moving, and focused on one thing: getting more people to compare insurance quotes using our platform.
How you will make an impact:
Collaborate with leadership, product, analytics, engineering, and business development teams to help solve problems and scale the business using data
This role will require a mix of data science, business analytics, and analytics engineering using SQL and python",5.0,"Engtal
5.0",Remote,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Data Analyst - Entry Level,$21 - $54 Per Hour(Employer est.),"Level: Entry Level
Location: Remote
Qualification:
Masters in Data Science/Computer Science or related field
Knowledge working with tools, including object-oriented programming (Python, Java), computational analysis tools (R, MATLAB, SPARK-ML), and associated data science libraries
Knowledge in developing machine learning, data mining, statistical network, natural language processing, text analytics, and graph-based algorithms
Responsibilities:",3.9,"Marlabs, Inc.
3.9",Remote,1001 to 5000 Employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Data Analyst (Legal support) Supporting the US Attorney's Office,$21 - $54 Per Hour(Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Focused on delivering unsurpassed services in support of law enforcement and homeland security, FSA Federal, a rapidly growing joint venture owned by trusted solutions providers SAIC and Amentum, has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the United States Attorney's Office (USAO).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The United States Attorney's Office (USAO) serves as the nation's principal litigators under the direction of the Attorney General.The Asset Forfeiture Section at the USAO is responsible for the prosecution of both criminal and civil actions against property used or acquired during illegal activity.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","New York, NY",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Senior Data Governance Analyst,$21 - $54 Per Hour(Employer est.),"Your Job
Our mission is to empower Indeedians to manage data using best practices. As a Data Governance Analyst, you will have a direct impact on the business by helping our growing team ensure the quality and security of Indeed’s data. You are analytical, creative, and collaborative. You have keen attention to detail and take the time to understand our customer’s data challenges. You continually seek to improve your knowledge of new technologies and industry standards in order to drive the development of simple, yet effective solutions. You enjoy partnering with stakeholders to design and implement data management best practices and procedures. You are a self-starter, see challenges as opportunities, and are results-oriented. You take pride knowing your work enables innovation, helping job seekers get jobs.

Responsibilities:",4.3,"Indeed
4.3",Remote,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Data Analyst,$64K - $107K (Glassdoor est.),"Please do not apply through Indeed.
The only way you will be considered is if you follow the link at the bottom of the page and take a very short quiz.
What are we looking for?
We are looking for an Analyst seeking to work with our clients to shape business and data strategy. You are highly analytical and excited about applying a quantitative framework to business problems through performing complex analysis, data mining, predictive modeling, business forecasting, applied statistics, and more. You are comfortable with presenting your approach to Product Manager, Engineers, Marketing, Sales, Finance and working with them to execute a data-driven business process. At Raybeam, we pride ourselves on our pragmatic, engineering approach to making data work for the business.",4.9,"Raybeam, Inc.
4.9","Mountain View, CA",51 to 200 Employees,1997,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Financial Data Analyst - Entry Level,$64K - $107K (Glassdoor est.),"About the role:
As a Financial Data Analyst with TQL, you will be a key member of the Finance department. You will be working directly with a wide range of internal customers to identify opportunities for revenue growth, productivity enhancement, and cost savings. You will be tasked with leveraging tools such as SQL, Excel, and Power BI to produce actionable reporting and analyses that will support stakeholder objectives.

What’s in it for you:
Competitive compensation and benefits package
Paid relocation to Cincinnati, OH",4.0,"Tql
4.0","Cincinnati, OH",5001 to 10000 Employees,1997,Company - Private,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD)
Accessories Category Data Analyst,$64K - $107K (Glassdoor est.),"When you join Verizon
Verizon is a leading provider of technology, communications, information and entertainment products, transforming the way we connect across the globe. We’re a diverse network of people driven by our ambition and united in our shared purpose to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward – and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
Our Global Supply Chain team is hiring a passionate and strategic Category Intelligence and Analytics Managerin the Accessories category, on a team that powers Category Intelligence for Verizon. The accessories portfolio brings in a growing 600M+ dollar annual revenue. It spans 12+ categories including cases, screen protectors, chargers, and more. Your work will be visible to mid- and high-level executives. This is a job for an intelligent, decisive, quick, and forward-thinking individual.




Internal ID: 575202",3.9,"Verizon
3.9","Chevy Chase, MD",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Business Data Analyst,$64K - $107K (Glassdoor est.),"Overview
Do you have a passion for making huge business impacts by leveraging data-driven insights? Do you love working collaboratively in an innovative environment? Would you love to make an impact on our customers’ lives? Come join Intuit where you can grow your career and be empowered to do the best work of your life!
We are looking for a hands-on Business Data Analyst who is a creative problem solver with a passion to deliver advanced data-driven solutions. You will work alongside product managers, marketers, and others to grow our business at Intuit. We are an exciting, growing, and fun team that works with industry-leading analytics tools, techniques and best practices.
What you'll bring",4.2,"Intuit
4.2","Mountain View, CA",5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Marketing Data Analyst (Remote),$64K - $107K (Glassdoor est.),"MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants.

Description
The Marketing Analytics team is responsible for helping drive the success of marketing efforts by providing meaningful insights, industry-leading measurement techniques, and access to the metrics, data, and tools needed for decision-making and optimization.
We partner with our peers in marketing, analytics, research, product, engineering, and finance through all stages of development: identifying initial opportunities, refining the user experience, analyzing the impact of our efforts, and highlighting improvement areas.",3.4,"Michael Page
3.4","Hoboken, NJ",201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Unknown / Non-Applicable
Entry Level- power BI/MS SQL/BA /Drug Safety/CDM,$64K - $107K (Glassdoor est.),"VForce Infotech - constantly looking for IT Contractors on our W2 who work with our clients.
We are offering Entry level to Mid sr. positons and Training related to
Business Analyst (BA) All Domain.
Data Visualization Expert - Tableau Developer, Power BI Developer
RPA - Robotic Process Automation - Automation Anywhere.
MSSQL Developer - SSIS,SSRS,T-SQL.
Front End Developer Angular.
Pharma Validation
Drug Safety",-1,VForce InfoTech,"Edison, NJ",-1,-1,-1,-1,-1,-1
Business Intelligence Analyst - Remote,$64K - $107K (Glassdoor est.),"The Business Intelligence Analyst is responsible for leading the strategic design and maintenance of Business Intelligence applications. This position will ensure that the use of Business Intelligence applications enhances business decision making capabilities. This position is responsible for verifying accuracy of data, and maintaining and supporting the data warehouse. The Business Intelligence Analyst works closely with multiple business units to define requirements and implement business analyst solutions.

Key Responsibilities:
Develop, maintain, and enhance Business Intelligence report solutions to meet the needs of the business users",3.2,"United Supermarkets
3.2","Plano, TX",1 to 50 Employees,-1,Company - Private,Grocery Stores & Supermarkets,Retail,Unknown / Non-Applicable
Senior Data Science Analyst - Center for Digital Health - Remote,$64K - $107K (Glassdoor est.),"Why Mayo Clinic
Mayo Clinic is the nation's best hospital (U.S. News & World Report, 2020-2021) and ranked #1 in more specialties than any other care provider. We have a vast array of opportunities ranging from Nursing, Clinical, to Finance, IT, Administrative, Research and Support Services to name a few. Across all locations, you’ll find career opportunities that support diversity, equity and inclusion. At Mayo Clinic, we invest in you with opportunities for growth and development and our benefits and compensation package are highly competitive. We invite you to be a part of our team where you’ll discover a culture of teamwork, professionalism, mutual respect, and most importantly, a life-changing career!

Mayo Clinic offers a variety of employee benefits. For additional information please visit Mayo Clinic Benefits. Eligibility may vary.

Position description
Data Scientists at Mayo Clinic perform detailed analysis of large bodies of heterogeneous data in order to discover new patterns and insights having an impact upon patient health and augmenting human capabilities. Candidate has advanced expertise in AI, machine learning, deep learning, statistical data processing, regression techniques, neural networks, decision trees, clustering, pattern recognition, probability theory and data science methods and the mathematical theories underlying these tools used to analyze data. Has advanced knowledge of healthcare data types, topics, and scientific challenges and approaches.
May work with knowledge architects, informaticians and clinicians at Mayo, and partner outside companies to develop and deploy applications to bring AI and analytic solutions to nontechnical users, often at the point of care. Applies and modifies existing scripts or software applications to support data management, data extraction, data analysis, and AI as required
May develop predictive models on large-scale datasets to address various business problems through leveraging advanced statistical modeling, operations research, machine learning, or data mining techniques. May provide Consultative Services at an enterprise level to departments/divisions and/or support scientific projects under the supervision of a designated senior level data scientist.

Other responsibilities:



CDH2021



A Bachelor’s degree in a relevant field such as engineering, mathematics, computer science, health science and at least 12 graduate level semester hours in domain-relevant sciences or seven years or more of data science and AI experience.
The preferred candidate will possess a PhD or Master’s degree with one year experience in a relevant field such as engineering, mathematics, computer science, health science, or other analytical/quantitative field and a minimum of one year of professional or research experience in data.

The successful candidate will need to have both technical and business background/experience along with strong leadership skills. Good written and oral communication skills are required. Expertise in the use of scientific computing and data management packages. Ability to prioritize, organize, and delegate various tasks on projects. Demonstrated initiative in administration, education (seminars, training), software development, and technical reports. Demonstrated success in project management and communication skills.


Demonstrated ability to develop predictive and prescriptive models on large-scale datasets to address various business problems through leveraging advanced statistical modeling, machine learning, or data mining techniques. Demonstrated ability to provide consultative services to departments/divisions and committees from any Mayo entity requesting assistance is preferred. Demonstrated application of several problem-solving methodologies, planning techniques, continuous improvement methods, project management methods, and analytical tools and methodologies (e.g. machine learning, statistical packages, modeling, etc.) required. Incumbent must have ability to manage a varied workload of projects with multiple priorities and stay current on healthcare trends and enterprise changes. Strong interpersonal skills to include presentation, negotiation, persuasion, and written communications skills are required. Strong time management skills also are required. In addition, requires strong analytical skills, consulting skills, ability to identify and recommend solutions, advanced computer application skills and a commitment to customer service. Experience with data modeling and date exploration tools.


Exempt


Required education, experience, and tenure may be considered along with internal equity when job offers are extended. The salary range every 2 weeks is approx. $3,964.80 -$5,748.80 based on a full-time position.


Yes


Full Time


80


Must be able to work an 8 hour shift Monday through Friday between the hours of 7:00 AM and 7:00 PM.



N/A


Yes


Mayo Clinic is located in the heart of downtown Rochester, Minnesota, a vibrant, friendly city that provides a highly livable environment for more than 34,000 Mayo staff and students. The city is consistently ranked among the best places to live in the United States because of its affordable cost of living, healthy lifestyle, excellent school systems and exceptionally high quality of life.


Laura Percival


As an Affirmative Action and Equal Opportunity Employer Mayo Clinic is committed to creating an inclusive environment that values the diversity of its employees and does not discriminate against any employee or candidate. Women, minorities, veterans, people from the LGBTQ communities and people with disabilities are strongly encouraged to apply to join our teams. Reasonable accommodations to access job openings or to apply for a job are available.",4.2,"Mayo Clinic
4.2","Oronoco, MN",10000+ Employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Data Analyst Supporting the FBI,$64K - $107K (Glassdoor est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Focused on delivering unsurpassed services in support of law enforcement and homeland security, FSA Federal, a rapidly growing joint venture owned by trusted solutions providers SAIC and Amentum, has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the Federal Bureau of Investigation (FBI).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Applicants with an Active TS Clearance and experience as an administrative or legal assistant are preferred.

Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The mission of the Federal Bureau of Investigation (FBI) is to protect the American people and uphold the Constitution of the United States. FBI investigates a broad range of criminal violations, integrating the use of asset forfeiture into its overall strategy to eliminate targeted criminal enterprises. The FBI has successfully used asset forfeiture in White Collar Crime, Organized Crime, Drug, Violent Crime and Terrorism investigations.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Phoenix, AZ",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Replenishment Data Analyst (Contract),$64K - $107K (Glassdoor est.),"Job Locations: US-WA-SEATTLE Mission:
Headquartered in Seattle, Washington, Wireless Advocates is a leading provider of wireless products and services both online and in nearly 700 retail locations nationwide. Together with the top wireless carriers (Verizon, AT&T, T-Mobile/Sprint) and OEMs (Apple, Samsung) - our team of wireless experts are here to help people connect.
Responsibilities:
The Replenishment Data Analyst is responsible for maintaining and updating the department’s replenishment tools, analyzing issues and driving/coordinating problem shooting with IT partners or department subject matter experts. The Replenishment Data Analyst responsibilities will include Purchase Order trouble shooting in collaboration with carriers, host partners and internal resources and drive to resolution with a sense of urgency. In addition to that the RDA is responsible to support ad-hoc reporting needs, data and Cost Center analytics to support Supply Chain department.






Qualifications:




-Employee Assistance Program - 100% Company Paid
-Life Insurance Policy - 100% Company Paid",2.7,"Wireless Advocates
2.7","Seattle, WA",1001 to 5000 Employees,2004,Company - Private,Other Retail Stores,Retail,$1 to $2 billion (USD)
Data Analyst,$64K - $107K (Glassdoor est.),"MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants.

Description
Prepare data for system upload
Working within and developing pricing system upload
Participate in company goals and expectations
Look for efficiency's, improvements and new ways of operations to improve overall results",3.4,"Michael Page
3.4","New York, NY",201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Unknown / Non-Applicable
Investigation Data Analyst,$64K - $107K (Glassdoor est.),"Location:
Las Vegas, Nevada
Become one of the stars behind The SHOW and become part of the world’s most powerful entertainment brands. Our Company has one exciting mission: To entertain the human race.
PRIMARY PURPOSE:
The Investigations Data Analyst conducts sensitive and confidential work to support the Security COE by providing analysis to proactively review trending and behavior data for predictive insights. The Investigations Data Analyst will manage system information for reporting security trends across the enterprise to support leadership by addressing the highest priority matters to mitigate risk.",3.5,"MGM Resorts International
3.5","Las Vegas, NV",10000+ Employees,2001,Company - Public,"Hotels, Motels, & Resorts",Travel & Tourism,$10+ billion (USD)
Business Analyst (Remote),$64K - $107K (Glassdoor est.),"MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants.

Description
Analyze and document new and existing business processes to validate a solution that supports project objectives
Develop and manage a detailed business and functional requirements
Provide platform-based recommendations for site enhancements",3.4,"Michael Page
3.4","Atlanta, GA",201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Unknown / Non-Applicable
"Market Data Insights Analyst, US/Canada - Apple Music",$64K - $107K (Glassdoor est.),"Summary
Posted: Oct 6, 2021
Weekly Hours: 40
Role Number:200282556
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have Native or fluency in a regional language: French (Canadian) or Spanish.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
SMS / SRC Data Analyst,$64K - $107K (Glassdoor est.),"Overview

The Safety Management System (SMS) / Safety Regulatory Compliance (SRC) Data Analyst is responsible for interpreting data from the corporate safety and compliance programs, analyzing results using statistical techniques, and providing ongoing reports to management. The SMS / SRC Data Analyst will assist management in the development and implementation of SMS data collection systems, and other strategies that optimize processes and systems used to determine compliance with regulatory and internal requirements, as well as accepted industry best practices

Responsibilities
Assist in maintaining SMS databases
Flight Crew Report database





The Company is an Equal Opportunity Employer. It is our policy to afford equal employment opportunity to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, national origin, citizenship, place of birth, age, disability, protected veteran status, gender identity or any other characteristic or status protected by applicable in accordance with federal, state and local laws.

If you'd like more information about your EEO rights as an applicant under the law, please download the available EEO is the Law document at http://www1.eeoc.gov/employers/poster.cfm.

To view our Pay Transparency Statement, please click here: Pay Transparency Statement",3.6,"Atlas Air, Inc
3.6","Purchase, NY",1001 to 5000 Employees,2001,Company - Public,Airlines,Travel & Tourism,$1 to $2 billion (USD)
Data Analyst Supporting the FBI Laboratory,$64K - $107K (Glassdoor est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

EnProVera, owned and operated by government veterans with extensive backgrounds in Homeland Security, Law Enforcement, the Military, and the Intelligence Community has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the Federal Bureau of investigation (FBI).

The Data Analyst position will assist the DNA Casework Unit (DCU) in its day-to-day operations by providing the management of casework evidence and casework files. The job duties will be performed in a laboratory setting with the Case Administration Group (CAG). This support will include the duties listed in the Job Description.


Applicants with an Active Top Secret Clearance Preferred


The work requires manual dexterity, flexibility, and some assignments which require lifting of objects of up to 50 pounds or more. The work will be performed in a laboratory setting which may involve exposure to hazardous materials, toxic substances and blood

borne pathogens. Preventative inoculations may be required. A Data Analyst must meet the following qualifications:

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation.

Agency Overview

Created in 1932, the FBI Laboratory is today one of the largest and most comprehensive crime labs in the world. Operating out of a state-of-the-art facility in Quantico, Virginia, the Lab's scientific experts and special agents travel the world on assignment, using science and technology to protect the nation and support law enforcement, intelligence, military, and forensic science partners

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Quantico, VA",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Analyst supporting the DEA,$64K - $107K (Glassdoor est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Advance Employee Intelligence (AEI) strives to help government agencies develop a solid foundation and business strategy so they can be successful. Providing our Nation's Leading Organizations with Mission Critical Superior Service. AEI a HUBZone employer has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the Drug Enforcement Administration (DEA).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Candidates currently living in a HUBZone strongly preferred. Click here to check whether your address qualifies.

Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation


The Drug Enforcement Administration (DEA) is responsible for conducting national and international investigations targeting global drug trafficking networks and drug-related terrorism involved in the illegal growing, manufacturing, or distribution of controlled substances appearing in or destined for illicit traffic in the United States. A component of DEA's strategic mission is the use of the Asset Forfeiture Program, implementing major investigative strategies against drug networks and cartels, resulting in significant seizure and forfeiture activities.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Gainesville, FL",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
